CustomerID,Name,Age,Gender,City,JoinDate,Salary,PurchaseAmount
1,Kavya Nair,43,Male,Delhi,2022-07-31,21155.99,919.05
2,Arjun Patel,57,Male,Delhi,2023-03-09,47170.39,1205.19
3,Aarav Singh,24,Female,Bangalore,2024-04-04,70904.28,882.69
4,Aditya Patel,27,Male,Bangalore,2024-12-02,39942.2,428.74
5,Ananya Reddy,26,Female,Mumbai,2022-09-15,54261.24,2853.45
6,Meera Singh,28,Male,Delhi,2023-03-25,38001.11,9504.1
7,Aarav Gupta,54,Female,Mumbai,2023-08-03,33324.04,2118.27
8,Vivaan Das,55,Male,Mumbai,2024-06-14,81315.56,1646.49
9,Rahul Iyer,39,Female,Delhi,2022-07-23,85618.69,1736.79
10,Rohan Reddy,64,Male,Delhi,2022-11-06,37645.78,163.78
11,Ananya Sharma,22,Female,Hyderabad,2023-04-20,52017.46,3229.67
12,Meera Reddy,47,Female,Hyderabad,2023-07-21,34597.27,4811.78
13,Vihaan Singh,35,Male,Bangalore,2022-04-11,74845.79,1845.01
14,Kabir Patel,52,Female,Pune,2023-09-15,56071.89,3371.04
15,Kabir Verma,23,Female,Mumbai,2023-03-15,51528.6,4780.12
16,Rohan Singh,39,Female,Pune,2022-11-28,22995.77,1921.98
17,Tara Patel,30,Female,Delhi,2023-12-13,48123.33,2650.9
18,Ishaan Reddy,31,Male,Bangalore,2023-12-29,77360.17,426.33
19,Neha Nair,45,Male,Pune,2022-02-12,80680.98,11083.45
20,Tara Verma,49,Male,Mumbai,2023-07-15,57823.19,2929.9
21,Vivaan Gupta,37,Female,Mumbai,2023-07-31,63777.27,4948.21
22,Neha Singh,51,Female,Pune,2023-05-03,37350.39,4948.76
23,Sara Singh,33,Male,Mumbai,2022-08-20,55035.63,2118.27
24,Aditya Sharma,61,Female,Bangalore,2022-05-25,56000.42,1066.66
25,Aarav Patel,54,Female,Mumbai,2024-09-04,47422.59,4413.34
26,Kavya Iyer,32,Female,Delhi,2022-04-16,50038.49,1795.56
27,Meera Verma,60,Male,Mumbai,2022-11-28,35596.27,600.49
28,Arjun Sharma,44,Male,Mumbai,2023-06-05,22016.33,693.1
29,Kavya Khan,52,Female,Delhi,2022-02-14,45547.52,8468.65
30,Rahul Das,40,Male,Bangalore,2024-05-21,66772.01,2716.21
31,Kabir Sharma,60,Male,Delhi,2022-08-27,72616.04,3734.89
32,Nikhil Gupta,58,Female,Pune,2023-03-05,33290.78,121.31
33,Kabir Iyer,55,Male,Mumbai,2024-03-25,44470.24,848.66
34,Kabir Nair,18,Female,Mumbai,2023-06-18,37921.51,3252.76
35,Tara Nair,26,Female,Chennai,2024-04-01,68672.15,472.35
36,Rahul Reddy,35,Male,Hyderabad,2024-06-03,42642.43,2973.46
37,Priya Singh,18,Male,Hyderabad,2022-09-26,29840.29,949.91
38,Tara Verma,55,Female,Bangalore,2023-12-05,70265.95,176.87
39,Tara Iyer,38,Male,Hyderabad,2024-02-02,71899.33,2735.86
40,Zara Iyer,40,Female,Delhi,2022-01-29,57647.19,1390.28
41,Zara Khan,27,Male,Pune,2022-10-20,43554.98,595.05
42,Kavya Reddy,55,Male,Bangalore,2023-11-18,87159.42,523.18
43,Rahul Gupta,64,Female,Bangalore,2023-12-30,67656.12,1046.85
44,Aditya Iyer,28,Female,Delhi,2023-06-01,52465.05,6406.45
45,Nikhil Iyer,57,Male,Pune,2022-03-14,37485.55,210.99
46,Nikhil Verma,60,Male,Mumbai,2024-12-04,66091.64,16.97
47,Priya Sharma,18,Male,Delhi,2022-04-30,55309.05,1710.46
48,Simran Patel,29,Female,Bangalore,2024-04-14,63881.3,2109.92
49,Sara Patel,56,Male,Mumbai,2022-05-25,84313.1,1644.55
50,Ananya Sharma,41,Male,Delhi,2022-02-01,38555.01,2228.92
51,Aarav Singh,61,Male,Bangalore,2022-11-29,52733.34,1786.65
52,Kabir Patel,55,Male,Delhi,2023-02-18,82618.66,7357.43
53,Aditya Reddy,51,Male,Chennai,2023-09-17,81286.69,3981.1
54,Priya Iyer,32,Male,Mumbai,2022-10-15,56126.37,2520.94
55,Rohan Singh,36,Female,Chennai,2023-11-27,48155.48,988.3
56,Aarav Verma,42,Female,Pune,2024-03-15,12000.0,1323.26
57,Tara Verma,38,Female,Chennai,2023-11-18,51694.91,15.25
58,Arjun Das,64,Female,Chennai,2024-05-20,41412.2,3737.98
59,Aditya Iyer,36,Female,Bangalore,2023-06-14,44342.92,3737.79
60,Ananya Gupta,57,Male,Mumbai,2023-05-06,85068.06,1053.67
61,Diya Sharma,50,Male,Mumbai,2022-12-19,65346.09,3234.6
62,Diya Patel,48,Male,Chennai,2023-08-07,56292.22,2446.38
63,Aditya Gupta,62,Female,Pune,2023-05-13,51053.26,1159.93
64,Kavya Gupta,41,Male,Delhi,2023-01-08,62176.6,1405.97
65,Simran Singh,22,Female,Delhi,2022-01-01,54924.83,2892.35
66,Tara Nair,28,Male,Chennai,2022-10-23,54589.46,2267.59
67,Simran Singh,34,Male,Chennai,2022-11-30,33838.99,7365.02
68,Aarav Gupta,53,Female,Pune,2024-01-04,70864.85,6062.42
69,Arjun Patel,28,Female,Mumbai,2022-03-27,51397.22,231.25
70,Sara Singh,41,Female,Mumbai,2024-04-24,40857.2,2118.27
71,Meera Gupta,25,Female,Mumbai,2022-08-07,55755.27,8265.53
72,Simran Gupta,53,Female,Hyderabad,2022-09-18,42164.02,2628.16
73,Aditya Patel,39,Female,Mumbai,2022-11-01,53376.71,348.58
74,Diya Verma,27,Female,Mumbai,2024-04-21,60652.51,6988.75
75,Vivaan Iyer,35,Female,Bangalore,2024-05-13,34954.49,564.3
76,Nikhil Gupta,57,Female,Delhi,2022-05-05,58276.16,4102.54
77,Arjun Verma,57,Female,Mumbai,2023-04-18,95612.03,3315.7
78,Aarav Das,30,Female,Bangalore,2024-02-24,54589.46,18408.03
79,Rahul Reddy,41,Female,Bangalore,2023-07-05,86025.68,15095.19
80,Ishaan Singh,32,Female,Delhi,2024-01-24,54589.46,1515.29
81,Priya Patel,19,Male,Mumbai,2022-08-31,103072.84,7253.11
82,Ishaan Nair,57,Female,Mumbai,2022-08-07,27452.82,1432.18
83,Zara Singh,29,Male,Bangalore,2022-11-07,54589.46,1495.73
84,Rahul Sharma,19,Female,Pune,2022-07-22,41747.51,1450.78
85,Meera Verma,33,Female,Pune,2023-05-21,49176.1,2271.6
86,Rohan Gupta,49,Male,Hyderabad,2023-02-27,54452.63,2899.93
87,Aarav Singh,18,Female,Delhi,2022-09-08,49400.09,2118.27
88,Kabir Iyer,31,Female,Bangalore,2022-01-29,45638.49,1715.29
89,Kavya Nair,35,Female,Bangalore,2022-12-05,59040.12,1328.86
90,Meera Iyer,41,Male,Mumbai,2023-10-02,40227.94,4438.35
91,Zara Patel,27,Male,Delhi,2022-01-17,53712.47,2030.55
92,Simran Gupta,31,Male,Mumbai,2024-01-15,61926.97,2998.03
93,Aarav Gupta,61,Male,Mumbai,2023-03-16,71622.81,942.82
94,Arjun Singh,47,Male,Pune,2022-06-23,40012.36,1481.34
95,Rohan Patel,32,Male,Delhi,2022-02-12,40762.71,5244.72
96,Vihaan Verma,47,Female,Hyderabad,2022-09-12,32845.28,11490.21
97,Neha Singh,54,Female,Mumbai,2024-06-01,54589.46,2124.83
98,Aditya Sharma,23,Male,Delhi,2024-04-16,44156.7,381.93
99,Simran Patel,39,Female,Mumbai,2022-08-14,54589.46,1620.64
100,Meera Verma,31,Female,Delhi,2022-04-13,41107.7,1262.15
101,Diya Reddy,26,Female,Mumbai,2023-05-24,41546.99,4573.51
102,Tara Khan,43,Female,Pune,2024-05-04,40913.51,2563.14
103,Sara Das,40,Female,Bangalore,2023-08-31,52084.93,1173.9
104,Nikhil Gupta,20,Female,Delhi,2023-02-01,60273.66,147.73
105,Priya Singh,38,Female,Delhi,2024-04-26,21383.62,5383.46
106,Zara Patel,32,Male,Bangalore,2023-10-31,61084.92,617.45
107,Diya Singh,60,Female,Pune,2022-11-28,94435.35,502.48
108,Neha Patel,20,Female,Bangalore,2022-03-12,77135.29,3856.28
109,Simran Singh,42,Female,Bangalore,2022-03-27,71798.39,6513.66
110,Simran Das,39,Female,Delhi,2024-01-21,54589.46,4337.48
111,Rohan Khan,56,Female,Pune,2023-04-24,33735.96,835.81
112,Rahul Sharma,33,Female,Pune,2024-03-09,74446.49,341.7
113,Rohan Reddy,34,Male,Mumbai,2023-10-15,35872.46,1044.94
114,Zara Gupta,43,Male,Pune,2023-12-16,42581.75,3929.15
115,Priya Singh,40,Male,Delhi,2022-07-25,85652.02,2812.18
116,Kabir Nair,48,Female,Delhi,2022-08-21,45769.06,1583.69
117,Ananya Gupta,23,Female,Mumbai,2022-05-17,76600.39,2118.27
118,Tara Sharma,56,Female,Mumbai,2023-09-06,89162.26,8205.51
119,Tara Verma,39,Female,Pune,2022-09-08,38298.52,767.86
120,Sara Khan,63,Female,Delhi,2023-12-28,74420.19,164.18
121,Aarav Khan,34,Male,Pune,2022-01-31,46839.17,1711.7
122,Sara Gupta,38,Female,Hyderabad,2024-06-04,64936.43,6159.69
123,Priya Das,43,Male,Mumbai,2023-09-26,76351.15,763.59
124,Priya Gupta,51,Female,Delhi,2023-08-05,59546.71,3563.59
125,Priya Nair,51,Male,Bangalore,2023-04-18,67717.96,1843.64
126,Kabir Singh,24,Female,Bangalore,2022-02-22,44079.73,903.95
127,Nikhil Gupta,19,Female,Mumbai,2023-05-21,60598.19,958.22
128,Ananya Sharma,58,Female,Mumbai,2022-11-24,56316.58,2953.77
129,Tara Iyer,27,Female,Pune,2023-05-10,12000.0,2723.89
130,Priya Patel,20,Male,Hyderabad,2024-03-28,57968.81,3349.08
131,Sara Das,25,Female,Delhi,2022-07-05,54589.46,7727.62
132,Neha Iyer,39,Female,Delhi,2023-07-21,46060.36,3369.74
133,Ananya Das,48,Male,Bangalore,2023-05-19,54589.46,567.95
134,Sara Nair,34,Male,Bangalore,2022-06-25,46254.02,726.3
135,Nikhil Iyer,19,Male,Pune,2023-07-28,57071.66,1073.96
136,Nikhil Sharma,47,Male,Mumbai,2023-05-14,19803.39,1540.49
137,Sara Patel,35,Male,Bangalore,2022-06-16,30339.07,1989.25
138,Ishaan Reddy,58,Male,Pune,2022-09-19,78822.83,1429.06
139,Kavya Khan,51,Male,Delhi,2023-01-23,35886.01,875.27
140,Diya Singh,56,Female,Bangalore,2024-02-04,103072.84,6991.79
141,Nikhil Patel,47,Male,Delhi,2022-08-31,73524.76,1642.58
142,Sara Khan,34,Male,Mumbai,2023-04-10,54589.46,3842.53
143,Rahul Nair,55,Male,Delhi,2023-12-28,83955.38,996.98
144,Diya Reddy,45,Female,Pune,2022-06-27,54060.69,2436.8
145,Rahul Nair,41,Female,Bangalore,2022-12-15,59173.43,2989.42
146,Rahul Reddy,50,Male,Bangalore,2023-04-29,71670.57,5151.41
147,Kavya Patel,52,Male,Pune,2023-12-29,65313.29,747.29
148,Aarav Verma,50,Male,Bangalore,2024-09-04,103072.84,718.67
